type,byte,FingerPrint,Corelation
video/mp4,138,0.0,1.0
application/xml,139,0.0,1.0
application/fits,139,0.0,1.0
application/x-sh,139,0.0,1.0
application/x-msdownload,139,0.0,1.0
image/jpeg,139,0.0,1.0
application/atom+xml,139,0.0,1.0
image/gif,139,0.0,1.0
image/x-ms-bmp,139,0.0,1.0
image/svg+xml,139,0.0,1.0
text/x-php,139,0.0,1.0
application/xhtml+xml,139,0.0,1.0
application/postscript,139,0.0,1.0
application/x-tika-msoffice,139,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,139,0.0,1.0
video/x-flv,139,0.0,1.0
text/x-matlab,139,0.0,1.0
application/vnd.ms-excel,139,0.0,1.0
text/plain,139,0.0,1.0
image/png,139,0.0,1.0
application/pdf,139,0.0,1.0
application/msword,139,0.0,1.0
application/x-compress,139,0.0,1.0
application/x-tika-ooxml,139,0.0,1.0
application/rdf+xml,139,0.0,1.0
application/vnd.google-earth.kml+xml,139,0.0,1.0
application/rss+xml,139,0.0,1.0
application/epub+zip,139,0.0,1.0
application/x-elc,139,0.0,1.0
audio/mpeg,139,0.0,1.0
text/html,139,0.0,1.0
image/tiff,139,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,139,0.0,1.0
application/zip,139,0.0,1.0
image/vnd.microsoft.icon,139,0.0,1.0
video/quicktime,139,0.0,1.0
video/mp4,139,0.0,1.0
application/xml,140,0.0,1.0
application/fits,140,0.0,1.0
application/x-sh,140,0.0,1.0
application/x-msdownload,140,0.0,1.0
image/jpeg,140,0.0,1.0
application/atom+xml,140,0.0,1.0
image/gif,140,0.0,1.0
image/x-ms-bmp,140,0.0,1.0
image/svg+xml,140,0.0,1.0
text/x-php,140,0.0,1.0
application/xhtml+xml,140,0.0,1.0
application/postscript,140,0.0,1.0
application/x-tika-msoffice,140,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,140,0.0,1.0
video/x-flv,140,0.0,1.0
text/x-matlab,140,0.0,1.0
application/vnd.ms-excel,140,0.0,1.0
text/plain,140,0.0,1.0
image/png,140,0.0,1.0
application/pdf,140,0.0,1.0
application/msword,140,0.0,1.0
application/x-compress,140,0.0,1.0
application/x-tika-ooxml,140,0.0,1.0
application/rdf+xml,140,0.0,1.0
application/vnd.google-earth.kml+xml,140,0.0,1.0
application/rss+xml,140,0.0,1.0
application/epub+zip,140,0.0,1.0
application/x-elc,140,0.0,1.0
audio/mpeg,140,0.0,1.0
text/html,140,0.0,1.0
image/tiff,140,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,140,0.0,1.0
application/zip,140,0.0,1.0
image/vnd.microsoft.icon,140,0.0,1.0
video/quicktime,140,0.0,1.0
video/mp4,140,0.0,1.0
application/xml,141,0.0,1.0
application/fits,141,0.0,1.0
application/x-sh,141,0.0,1.0
application/x-msdownload,141,0.0,1.0
image/jpeg,141,0.0,1.0
application/atom+xml,141,0.0,1.0
image/gif,141,0.0,1.0
image/x-ms-bmp,141,0.0,1.0
image/svg+xml,141,0.0,1.0
text/x-php,141,0.0,1.0
application/xhtml+xml,141,0.0,1.0
application/postscript,141,0.0,1.0
application/x-tika-msoffice,141,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,141,0.0,1.0
video/x-flv,141,0.0,1.0
text/x-matlab,141,0.0,1.0
application/vnd.ms-excel,141,0.0,1.0
text/plain,141,0.0,1.0
image/png,141,0.0,1.0
application/pdf,141,0.0,1.0
application/msword,141,0.0,1.0
application/x-compress,141,0.0,1.0
application/x-tika-ooxml,141,0.0,1.0
application/rdf+xml,141,0.0,1.0
application/vnd.google-earth.kml+xml,141,0.0,1.0
application/rss+xml,141,0.0,1.0
application/epub+zip,141,0.0,1.0
application/x-elc,141,0.0,1.0
audio/mpeg,141,0.0,1.0
text/html,141,0.0,1.0
image/tiff,141,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,141,0.0,1.0
application/zip,141,0.0,1.0
image/vnd.microsoft.icon,141,0.0,1.0
video/quicktime,141,0.0,1.0
video/mp4,141,0.0,1.0
application/xml,142,0.0,1.0
application/fits,142,0.0,1.0
application/x-sh,142,0.0,1.0
application/x-msdownload,142,0.0,1.0
image/jpeg,142,0.0,1.0
application/atom+xml,142,0.0,1.0
image/gif,142,0.0,1.0
image/x-ms-bmp,142,0.0,1.0
image/svg+xml,142,0.0,1.0
text/x-php,142,0.0,1.0
application/xhtml+xml,142,0.0,1.0
application/postscript,142,0.0,1.0
application/x-tika-msoffice,142,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,142,0.0,1.0
video/x-flv,142,0.0,1.0
text/x-matlab,142,0.0,1.0
application/vnd.ms-excel,142,0.0,1.0
text/plain,142,0.0,1.0
image/png,142,0.0,1.0
application/pdf,142,0.0,1.0
application/msword,142,0.0,1.0
application/x-compress,142,0.0,1.0
application/x-tika-ooxml,142,0.0,1.0
application/rdf+xml,142,0.0,1.0
application/vnd.google-earth.kml+xml,142,0.0,1.0
application/rss+xml,142,0.0,1.0
application/epub+zip,142,0.0,1.0
application/x-elc,142,0.0,1.0
audio/mpeg,142,0.0,1.0
text/html,142,0.0,1.0
image/tiff,142,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,142,0.0,1.0
application/zip,142,0.0,1.0
image/vnd.microsoft.icon,142,0.0,1.0
video/quicktime,142,0.0,1.0
video/mp4,142,0.0,1.0
application/xml,143,0.0,1.0
application/fits,143,0.0,1.0
application/x-sh,143,0.0,1.0
application/x-msdownload,143,0.0,1.0
image/jpeg,143,0.0,1.0
application/atom+xml,143,0.0,1.0
image/gif,143,0.0,1.0
image/x-ms-bmp,143,0.0,1.0
image/svg+xml,143,0.0,1.0
text/x-php,143,0.0,1.0
application/xhtml+xml,143,0.0,1.0
application/postscript,143,0.0,1.0
application/x-tika-msoffice,143,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,143,0.0,1.0
video/x-flv,143,0.0,1.0
text/x-matlab,143,0.0,1.0
application/vnd.ms-excel,143,0.0,1.0
text/plain,143,0.0,1.0
image/png,143,0.0,1.0
application/pdf,143,0.0,1.0
application/msword,143,0.0,1.0
application/x-compress,143,0.0,1.0
application/x-tika-ooxml,143,0.0,1.0
application/rdf+xml,143,0.0,1.0
application/vnd.google-earth.kml+xml,143,0.0,1.0
application/rss+xml,143,0.0,1.0
application/epub+zip,143,0.0,1.0
application/x-elc,143,0.0,1.0
audio/mpeg,143,0.0,1.0
text/html,143,0.0,1.0
image/tiff,143,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,143,0.0,1.0
application/zip,143,0.0,1.0
image/vnd.microsoft.icon,143,0.0,1.0
video/quicktime,143,0.0,1.0
video/mp4,143,0.0,1.0
application/xml,144,0.0,1.0
application/fits,144,0.0,1.0
application/x-sh,144,0.0,1.0
application/x-msdownload,144,0.0,1.0
image/jpeg,144,0.0,1.0
application/atom+xml,144,0.0,1.0
image/gif,144,0.0,1.0
image/x-ms-bmp,144,0.0,1.0
image/svg+xml,144,0.0,1.0
text/x-php,144,0.0,1.0
application/xhtml+xml,144,0.0,1.0
application/postscript,144,0.0,1.0
application/x-tika-msoffice,144,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,144,0.0,1.0
video/x-flv,144,0.0,1.0
text/x-matlab,144,0.0,1.0
application/vnd.ms-excel,144,0.0,1.0
text/plain,144,0.0,1.0
image/png,144,0.0,1.0
application/pdf,144,0.0,1.0
application/msword,144,0.0,1.0
application/x-compress,144,0.0,1.0
application/x-tika-ooxml,144,0.0,1.0
application/rdf+xml,144,0.0,1.0
application/vnd.google-earth.kml+xml,144,0.0,1.0
application/rss+xml,144,0.0,1.0
application/epub+zip,144,0.0,1.0
application/x-elc,144,0.0,1.0
audio/mpeg,144,0.0,1.0
text/html,144,0.0,1.0
image/tiff,144,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,144,0.0,1.0
application/zip,144,0.0,1.0
image/vnd.microsoft.icon,144,0.0,1.0
video/quicktime,144,0.0,1.0
video/mp4,144,0.0,1.0
application/xml,145,0.0,1.0
application/fits,145,0.0,1.0
application/x-sh,145,0.0,1.0
application/x-msdownload,145,0.0,1.0
image/jpeg,145,0.0,1.0
application/atom+xml,145,0.0,1.0
image/gif,145,0.0,1.0
image/x-ms-bmp,145,0.0,1.0
image/svg+xml,145,0.0,1.0
text/x-php,145,0.0,1.0
application/xhtml+xml,145,0.0,1.0
application/postscript,145,0.0,1.0
application/x-tika-msoffice,145,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,145,0.0,1.0
video/x-flv,145,0.0,1.0
text/x-matlab,145,0.0,1.0
application/vnd.ms-excel,145,0.0,1.0
text/plain,145,0.0,1.0
image/png,145,0.0,1.0
application/pdf,145,0.0,1.0
application/msword,145,0.0,1.0
application/x-compress,145,0.0,1.0
application/x-tika-ooxml,145,0.0,1.0
application/rdf+xml,145,0.0,1.0
application/vnd.google-earth.kml+xml,145,0.0,1.0
application/rss+xml,145,0.0,1.0
application/epub+zip,145,0.0,1.0
application/x-elc,145,0.0,1.0
audio/mpeg,145,0.0,1.0
text/html,145,0.0,1.0
image/tiff,145,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,145,0.0,1.0
application/zip,145,0.0,1.0
image/vnd.microsoft.icon,145,0.0,1.0
video/quicktime,145,0.0,1.0
video/mp4,145,0.0,1.0
application/xml,146,0.0,1.0
application/fits,146,0.0,1.0
application/x-sh,146,0.0,1.0
application/x-msdownload,146,0.0,1.0
image/jpeg,146,0.0,1.0
application/atom+xml,146,0.0,1.0
image/gif,146,0.0,1.0
image/x-ms-bmp,146,0.0,1.0
image/svg+xml,146,0.0,1.0
text/x-php,146,0.0,1.0
application/xhtml+xml,146,0.0,1.0
application/postscript,146,0.0,1.0
application/x-tika-msoffice,146,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,146,0.0,1.0
video/x-flv,146,0.0,1.0
text/x-matlab,146,0.0,1.0
application/vnd.ms-excel,146,0.0,1.0
text/plain,146,0.0,1.0
image/png,146,0.0,1.0
application/pdf,146,0.0,1.0
application/msword,146,0.0,1.0
application/x-compress,146,0.0,1.0
application/x-tika-ooxml,146,0.0,1.0
application/rdf+xml,146,0.0,1.0
application/vnd.google-earth.kml+xml,146,0.0,1.0
application/rss+xml,146,0.0,1.0
application/epub+zip,146,0.0,1.0
application/x-elc,146,0.0,1.0
audio/mpeg,146,0.0,1.0
text/html,146,0.0,1.0
image/tiff,146,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,146,0.0,1.0
application/zip,146,0.0,1.0
image/vnd.microsoft.icon,146,0.0,1.0
video/quicktime,146,0.0,1.0
video/mp4,146,0.0,1.0
application/xml,147,0.0,1.0
application/fits,147,0.0,1.0
application/x-sh,147,0.0,1.0
application/x-msdownload,147,0.0,1.0
image/jpeg,147,0.0,1.0
application/atom+xml,147,0.0,1.0
image/gif,147,0.0,1.0
image/x-ms-bmp,147,0.0,1.0
image/svg+xml,147,0.0,1.0
text/x-php,147,0.0,1.0
application/xhtml+xml,147,0.0,1.0
application/postscript,147,0.0,1.0
application/x-tika-msoffice,147,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,147,0.0,1.0
video/x-flv,147,0.0,1.0
text/x-matlab,147,0.0,1.0
application/vnd.ms-excel,147,0.0,1.0
text/plain,147,0.0,1.0
image/png,147,0.0,1.0
application/pdf,147,0.0,1.0
application/msword,147,0.0,1.0
application/x-compress,147,0.0,1.0
application/x-tika-ooxml,147,0.0,1.0
application/rdf+xml,147,0.0,1.0
application/vnd.google-earth.kml+xml,147,0.0,1.0
application/rss+xml,147,0.0,1.0
application/epub+zip,147,0.0,1.0
application/x-elc,147,0.0,1.0
audio/mpeg,147,0.0,1.0
text/html,147,0.0,1.0
image/tiff,147,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,147,0.0,1.0
application/zip,147,0.0,1.0
image/vnd.microsoft.icon,147,0.0,1.0
video/quicktime,147,0.0,1.0
video/mp4,147,0.0,1.0
application/xml,148,0.0,1.0
application/fits,148,0.0,1.0
application/x-sh,148,0.0,1.0
application/x-msdownload,148,0.0,1.0
image/jpeg,148,0.0,1.0
application/atom+xml,148,0.0,1.0
image/gif,148,0.0,1.0
image/x-ms-bmp,148,0.0,1.0
image/svg+xml,148,0.0,1.0
text/x-php,148,0.0,1.0
application/xhtml+xml,148,0.0,1.0
application/postscript,148,0.0,1.0
application/x-tika-msoffice,148,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,148,0.0,1.0
video/x-flv,148,0.0,1.0
text/x-matlab,148,0.0,1.0
application/vnd.ms-excel,148,0.0,1.0
text/plain,148,0.0,1.0
image/png,148,0.0,1.0
application/pdf,148,0.0,1.0
application/msword,148,0.0,1.0
application/x-compress,148,0.0,1.0
application/x-tika-ooxml,148,0.0,1.0
application/rdf+xml,148,0.0,1.0
application/vnd.google-earth.kml+xml,148,0.0,1.0
application/rss+xml,148,0.0,1.0
application/epub+zip,148,0.0,1.0
application/x-elc,148,0.0,1.0
audio/mpeg,148,0.0,1.0
text/html,148,0.0,1.0
image/tiff,148,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,148,0.0,1.0
application/zip,148,0.0,1.0
image/vnd.microsoft.icon,148,0.0,1.0
video/quicktime,148,0.0,1.0
video/mp4,148,0.0,1.0
application/xml,149,0.0,1.0
application/fits,149,0.0,1.0
application/x-sh,149,0.0,1.0
application/x-msdownload,149,0.0,1.0
image/jpeg,149,0.0,1.0
application/atom+xml,149,0.0,1.0
image/gif,149,0.0,1.0
image/x-ms-bmp,149,0.0,1.0
image/svg+xml,149,0.0,1.0
text/x-php,149,0.0,1.0
application/xhtml+xml,149,0.0,1.0
application/postscript,149,0.0,1.0
application/x-tika-msoffice,149,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,149,0.0,1.0
video/x-flv,149,0.0,1.0
text/x-matlab,149,0.0,1.0
application/vnd.ms-excel,149,0.0,1.0
text/plain,149,0.0,1.0
image/png,149,0.0,1.0
application/pdf,149,0.0,1.0
application/msword,149,0.0,1.0
application/x-compress,149,0.0,1.0
application/x-tika-ooxml,149,0.0,1.0
application/rdf+xml,149,0.0,1.0
application/vnd.google-earth.kml+xml,149,0.0,1.0
application/rss+xml,149,0.0,1.0
application/epub+zip,149,0.0,1.0
application/x-elc,149,0.0,1.0
audio/mpeg,149,0.0,1.0
text/html,149,0.0,1.0
image/tiff,149,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,149,0.0,1.0
application/zip,149,0.0,1.0
image/vnd.microsoft.icon,149,0.0,1.0
video/quicktime,149,0.0,1.0
video/mp4,149,0.0,1.0
application/xml,150,0.0,1.0
application/fits,150,0.0,1.0
application/x-sh,150,0.0,1.0
application/x-msdownload,150,0.0,1.0
image/jpeg,150,0.0,1.0
application/atom+xml,150,0.0,1.0
image/gif,150,0.0,1.0
image/x-ms-bmp,150,0.0,1.0
image/svg+xml,150,0.0,1.0
text/x-php,150,0.0,1.0
application/xhtml+xml,150,0.0,1.0
application/postscript,150,0.0,1.0
application/x-tika-msoffice,150,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,150,0.0,1.0
video/x-flv,150,0.0,1.0
text/x-matlab,150,0.0,1.0
application/vnd.ms-excel,150,0.0,1.0
text/plain,150,0.0,1.0
image/png,150,0.0,1.0
application/pdf,150,0.0,1.0
application/msword,150,0.0,1.0
application/x-compress,150,0.0,1.0
application/x-tika-ooxml,150,0.0,1.0
application/rdf+xml,150,0.0,1.0
application/vnd.google-earth.kml+xml,150,0.0,1.0
application/rss+xml,150,0.0,1.0
application/epub+zip,150,0.0,1.0
application/x-elc,150,0.0,1.0
audio/mpeg,150,0.0,1.0
text/html,150,0.0,1.0
image/tiff,150,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,150,0.0,1.0
application/zip,150,0.0,1.0
image/vnd.microsoft.icon,150,0.0,1.0
video/quicktime,150,0.0,1.0
video/mp4,150,0.0,1.0
application/xml,151,0.0,1.0
application/fits,151,0.0,1.0
application/x-sh,151,0.0,1.0
application/x-msdownload,151,0.0,1.0
image/jpeg,151,0.0,1.0
application/atom+xml,151,0.0,1.0
image/gif,151,0.0,1.0
image/x-ms-bmp,151,0.0,1.0
image/svg+xml,151,0.0,1.0
text/x-php,151,0.0,1.0
application/xhtml+xml,151,0.0,1.0
application/postscript,151,0.0,1.0
application/x-tika-msoffice,151,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,151,0.0,1.0
video/x-flv,151,0.0,1.0
text/x-matlab,151,0.0,1.0
application/vnd.ms-excel,151,0.0,1.0
text/plain,151,0.0,1.0
image/png,151,0.0,1.0
application/pdf,151,0.0,1.0
application/msword,151,0.0,1.0
application/x-compress,151,0.0,1.0
application/x-tika-ooxml,151,0.0,1.0
application/rdf+xml,151,0.0,1.0
application/vnd.google-earth.kml+xml,151,0.0,1.0
application/rss+xml,151,0.0,1.0
application/epub+zip,151,0.0,1.0
application/x-elc,151,0.0,1.0
audio/mpeg,151,0.0,1.0
text/html,151,0.0,1.0
image/tiff,151,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,151,0.0,1.0
application/zip,151,0.0,1.0
image/vnd.microsoft.icon,151,0.0,1.0
video/quicktime,151,0.0,1.0
video/mp4,151,0.0,1.0
application/xml,152,0.0,1.0
application/fits,152,0.0,1.0
application/x-sh,152,0.0,1.0
application/x-msdownload,152,0.0,1.0
image/jpeg,152,0.0,1.0
application/atom+xml,152,0.0,1.0
image/gif,152,0.0,1.0
image/x-ms-bmp,152,0.0,1.0
image/svg+xml,152,0.0,1.0
text/x-php,152,0.0,1.0
application/xhtml+xml,152,0.0,1.0
application/postscript,152,0.0,1.0
application/x-tika-msoffice,152,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,152,0.0,1.0
video/x-flv,152,0.0,1.0
text/x-matlab,152,0.0,1.0
application/vnd.ms-excel,152,0.0,1.0
text/plain,152,0.0,1.0
image/png,152,0.0,1.0
application/pdf,152,0.0,1.0
application/msword,152,0.0,1.0
application/x-compress,152,0.0,1.0
application/x-tika-ooxml,152,0.0,1.0
application/rdf+xml,152,0.0,1.0
application/vnd.google-earth.kml+xml,152,0.0,1.0
application/rss+xml,152,0.0,1.0
application/epub+zip,152,0.0,1.0
application/x-elc,152,0.0,1.0
audio/mpeg,152,0.0,1.0
text/html,152,0.0,1.0
image/tiff,152,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,152,0.0,1.0
application/zip,152,0.0,1.0
image/vnd.microsoft.icon,152,0.0,1.0
video/quicktime,152,0.0,1.0
video/mp4,152,0.0,1.0
application/xml,153,0.0,1.0
application/fits,153,0.0,1.0
application/x-sh,153,0.0,1.0
application/x-msdownload,153,0.0,1.0
image/jpeg,153,0.0,1.0
application/atom+xml,153,0.0,1.0
image/gif,153,0.0,1.0
image/x-ms-bmp,153,0.0,1.0
image/svg+xml,153,0.0,1.0
text/x-php,153,0.0,1.0
application/xhtml+xml,153,0.0,1.0
application/postscript,153,0.0,1.0
application/x-tika-msoffice,153,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,153,0.0,1.0
video/x-flv,153,0.0,1.0
text/x-matlab,153,0.0,1.0
application/vnd.ms-excel,153,0.0,1.0
text/plain,153,0.0,1.0
image/png,153,0.0,1.0
application/pdf,153,0.0,1.0
application/msword,153,0.0,1.0
application/x-compress,153,0.0,1.0
application/x-tika-ooxml,153,0.0,1.0
application/rdf+xml,153,0.0,1.0
application/vnd.google-earth.kml+xml,153,0.0,1.0
application/rss+xml,153,0.0,1.0
application/epub+zip,153,0.0,1.0
application/x-elc,153,0.0,1.0
audio/mpeg,153,0.0,1.0
text/html,153,0.0,1.0
image/tiff,153,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,153,0.0,1.0
application/zip,153,0.0,1.0
image/vnd.microsoft.icon,153,0.0,1.0
video/quicktime,153,0.0,1.0
video/mp4,153,0.0,1.0
application/xml,154,0.0,1.0
application/fits,154,0.0,1.0
application/x-sh,154,0.0,1.0
application/x-msdownload,154,0.0,1.0
image/jpeg,154,0.0,1.0
application/atom+xml,154,0.0,1.0
image/gif,154,0.0,1.0
image/x-ms-bmp,154,0.0,1.0
image/svg+xml,154,0.0,1.0
text/x-php,154,0.0,1.0
application/xhtml+xml,154,0.0,1.0
application/postscript,154,0.0,1.0
application/x-tika-msoffice,154,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,154,0.0,1.0
video/x-flv,154,0.0,1.0
text/x-matlab,154,0.0,1.0
application/vnd.ms-excel,154,0.0,1.0
text/plain,154,0.0,1.0
image/png,154,0.0,1.0
application/pdf,154,0.0,1.0
application/msword,154,0.0,1.0
application/x-compress,154,0.0,1.0
application/x-tika-ooxml,154,0.0,1.0
application/rdf+xml,154,0.0,1.0
application/vnd.google-earth.kml+xml,154,0.0,1.0
application/rss+xml,154,0.0,1.0
application/epub+zip,154,0.0,1.0
application/x-elc,154,0.0,1.0
audio/mpeg,154,0.0,1.0
text/html,154,0.0,1.0
image/tiff,154,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,154,0.0,1.0
application/zip,154,0.0,1.0
image/vnd.microsoft.icon,154,0.0,1.0
video/quicktime,154,0.0,1.0
video/mp4,154,0.0,1.0
application/xml,155,0.0,1.0
application/fits,155,0.0,1.0
application/x-sh,155,0.0,1.0
application/x-msdownload,155,0.0,1.0
image/jpeg,155,0.0,1.0
application/atom+xml,155,0.0,1.0
image/gif,155,0.0,1.0
image/x-ms-bmp,155,0.0,1.0
image/svg+xml,155,0.0,1.0
text/x-php,155,0.0,1.0
application/xhtml+xml,155,0.0,1.0
application/postscript,155,0.0,1.0
application/x-tika-msoffice,155,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,155,0.0,1.0
video/x-flv,155,0.0,1.0
text/x-matlab,155,0.0,1.0
application/vnd.ms-excel,155,0.0,1.0
text/plain,155,0.0,1.0
image/png,155,0.0,1.0
application/pdf,155,0.0,1.0
application/msword,155,0.0,1.0
application/x-compress,155,0.0,1.0
application/x-tika-ooxml,155,0.0,1.0
application/rdf+xml,155,0.0,1.0
application/vnd.google-earth.kml+xml,155,0.0,1.0
application/rss+xml,155,0.0,1.0
application/epub+zip,155,0.0,1.0
application/x-elc,155,0.0,1.0
audio/mpeg,155,0.0,1.0
text/html,155,0.0,1.0
image/tiff,155,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,155,0.0,1.0
application/zip,155,0.0,1.0
